"CustomerID","Country","TotalRevenue","TotalOrders","TotalItems","TotalProducts","AvgOrderValue","AvgItemPrice","AvgQuantityPerOrder","FirstPurchase","LastPurchase","DaysSinceFirst","DaysSinceLast","R_Score","F_Score","M_Score","Customer_Segment","IsUK"
12465,"Belgium",742.19,2,479,46,371.095,2.76,239.5,2011-06-23,2011-11-22,169,17,4,2,3,"Promising",0
12468,"Germany",729.54,2,366,36,364.77,3.515,183,2011-01-27,2011-06-05,316,187,1,2,3,"Lost",0
12471,"Germany",19824.05,30,8212,150,660.801666666667,4.30036956521739,273.733333333333,2010-12-10,2011-12-07,364,2,5,5,5,"Champions",0
12472,"Germany",6572.11,7,4148,219,938.872857142857,2.39766961651917,592.571428571429,2010-12-05,2011-11-07,369,32,3,5,5,"Loyal Customers",0
12473,"Germany",3938.55,5,2439,140,787.71,8.32392857142857,487.8,2011-06-01,2011-11-10,191,29,4,4,5,"Champions",0
12474,"Germany",7375.79,18,4847,253,409.766111111111,2.86566037735849,269.277777777778,2011-01-14,2011-11-22,329,17,4,5,5,"Champions",0
12475,"Germany",723.38,1,535,36,723.38,2.94111111111111,535,2011-10-17,2011-10-17,53,53,3,1,3,"Regular",0
12476,"Germany",6816.42,11,2408,177,619.674545454545,4.83103004291845,218.909090909091,2010-12-13,2011-11-24,361,15,4,5,5,"Champions",0
12477,"Germany",13219.74,6,3653,191,2203.29,4.3832,608.833333333333,2011-02-11,2011-11-17,301,22,4,4,5,"Champions",0
12478,"Greece",680.99,1,236,36,680.99,4.53777777777778,236,2011-12-06,2011-12-06,3,3,5,1,3,"Promising",0
12479,"Germany",527.2,1,385,31,527.2,2.66870967741936,385,2011-11-28,2011-11-28,11,11,5,1,3,"Promising",0
12480,"Germany",3281.63,4,1707,129,820.4075,3.13441558441558,426.75,2011-01-07,2011-11-11,336,28,4,4,5,"Champions",0
12481,"Germany",5596.32,10,3304,150,559.632,3.41497695852535,330.4,2010-12-09,2011-11-17,365,22,4,5,5,"Champions",0
12483,"Sweden",2484.98,8,1110,46,310.6225,5.19813333333333,138.75,2011-01-04,2011-11-22,339,17,4,5,5,"Champions",0
12484,"Spain",4541.72,6,2191,256,756.953333333333,3.12609826589595,365.166666666667,2011-01-07,2011-11-07,336,32,3,4,5,"Loyal Customers",0
12488,"France",1298.66,3,529,46,432.886666666667,3.73472727272727,176.333333333333,2011-09-25,2011-11-30,75,9,5,3,4,"Loyal Customers",0
12489,"France",334.93,1,105,15,334.93,5.908,105,2011-01-07,2011-01-07,336,336,1,1,2,"Lost",0
12490,"France",5417.93,10,3064,131,541.793,2.69285714285714,306.4,2011-01-14,2011-12-04,329,5,5,5,5,"Champions",0
12491,"France",460.4,1,260,25,460.4,3.37692307692308,260,2011-11-01,2011-11-01,38,38,3,1,2,"Regular",0
12492,"Germany",263.21,2,192,19,131.605,3.3475,96,2011-08-26,2011-10-07,105,63,3,2,2,"Regular",0
12493,"France",433.74,2,207,20,216.87,4.30909090909091,103.5,2011-05-26,2011-06-27,197,165,2,2,2,"Lost",0
12494,"France",1246.1,7,707,63,178.014285714286,3.86220779220779,101,2010-12-09,2011-11-24,365,15,4,5,4,"Champions",0
12497,"Germany",1043.1,1,1236,14,1043.1,2.06,1236,2011-09-19,2011-09-19,81,81,2,1,4,"Lost",0
12498,"Germany",403.7,3,159,21,134.566666666667,4.19782608695652,53,2011-10-13,2011-11-18,57,21,4,3,2,"Regular",0
12500,"Germany",4257.82,11,2678,34,387.074545454545,5.63688524590164,243.454545454545,2011-01-10,2011-11-16,333,23,4,5,5,"Champions",0
12501,"Germany",2169.39,1,1783,149,2169.39,2.41268456375839,1783,2011-01-07,2011-01-07,336,336,1,1,5,"Lost",0
12502,"Spain",3723.87,5,820,102,744.774,6.42523809523809,164,2011-02-03,2011-09-05,309,95,2,4,5,"At Risk",0
12504,"Germany",482.05,2,90,6,241.025,9.01111111111111,45,2011-11-09,2011-11-21,30,18,4,2,2,"Promising",0
12506,"France",73.5,1,23,23,73.5,3.19565217391304,23,2011-04-21,2011-04-21,232,232,1,1,1,"Lost",0
12507,"Spain",1304.81,3,894,19,434.936666666667,4.86285714285714,298,2011-02-14,2011-07-28,298,134,2,3,4,"Regular",0
12508,"France",398.27,2,272,57,199.135,1.7204347826087,136,2011-11-10,2011-11-13,29,26,4,2,2,"Promising",0
12509,"France",176.5,1,55,7,176.5,5.56428571428571,55,2011-02-28,2011-02-28,284,284,1,1,1,"Lost",0
12510,"Spain",982.57,2,353,29,491.285,4.26333333333333,176.5,2011-01-18,2011-07-20,325,142,2,2,4,"Lost",0
12512,"Israel",138.03,2,99,31,69.015,2.57941176470588,49.5,2011-10-04,2011-10-04,66,66,3,2,1,"Regular",0
12513,"France",612.29,1,462,35,612.29,2.18057142857143,462,2011-08-19,2011-08-19,112,112,2,1,3,"Lost",0
12514,"Italy",1017.68,1,440,51,1017.68,3.29686274509804,440,2011-03-17,2011-03-17,267,267,1,1,4,"Lost",0
12515,"Italy",383.7,1,131,16,383.7,6.78125,131,2010-12-21,2010-12-21,353,353,1,1,2,"Lost",0
12516,"Germany",1312.06,2,875,20,656.03,2.72576923076923,437.5,2011-06-12,2011-09-23,180,77,2,2,4,"Lost",0
12517,"Germany",2502.84,5,1371,232,500.568,2.35274647887324,274.2,2011-06-02,2011-11-11,190,28,4,4,5,"Champions",0
12518,"Germany",2056.89,5,1318,84,411.378,2.83717741935484,263.6,2011-08-21,2011-12-09,110,0,5,4,4,"Champions",0
12519,"Germany",340.84,1,183,17,340.84,2.99111111111111,183,2011-10-07,2011-10-07,63,63,3,1,2,"Regular",0
12520,"Germany",2634.26,5,1439,121,526.852,3.28842105263158,287.8,2011-03-11,2011-09-21,273,79,2,4,5,"At Risk",0
12521,"Germany",599.68,1,309,38,599.68,2.99578947368421,309,2011-07-20,2011-07-20,142,142,2,1,3,"Lost",0
12522,"Germany",192.72,2,194,11,96.36,5.00083333333333,97,2011-10-19,2011-10-31,51,39,3,2,1,"Regular",0
12523,"France",1789.77,11,865,84,162.706363636364,4.93547169811321,78.6363636363636,2011-01-12,2011-11-20,331,19,4,5,4,"Champions",0
12524,"Germany",4485.72,8,3699,113,560.715,2.91708333333333,462.375,2011-01-10,2011-11-30,333,9,5,5,5,"Champions",0
12526,"Germany",1316.66,3,632,64,438.886666666667,3.35380281690141,210.666666666667,2011-09-06,2011-12-09,94,0,5,3,4,"Loyal Customers",0
12527,"Germany",348.71,3,234,18,116.236666666667,2.92944444444444,78,2011-01-18,2011-09-19,325,81,2,3,2,"Regular",0
12528,"Germany",1933.48,6,756,50,322.246666666667,5.4879347826087,126,2011-01-31,2011-11-30,312,9,5,4,4,"Champions",0
12530,"Germany",1662.28,4,913,51,415.57,3.88545454545455,228.25,2011-01-07,2011-10-11,336,59,3,4,4,"Loyal Customers",0
12531,"Germany",125.22,1,45,17,125.22,3.80941176470588,45,2011-11-25,2011-11-25,14,14,4,1,1,"Promising",0
12532,"France",349.83,1,153,16,349.83,3.698125,153,2011-11-09,2011-11-09,30,30,4,1,2,"Promising",0
12534,"Germany",1089.18,1,651,63,1089.18,3.03539682539683,651,2011-08-01,2011-08-01,130,130,2,1,4,"Lost",0
12535,"France",716.35,2,219,28,358.175,4.45147058823529,109.5,2011-06-06,2011-09-09,186,91,2,2,3,"Lost",0
12536,"France",12601.83,3,2803,260,4200.61,34.7545210727969,934.333333333333,2011-10-11,2011-10-27,59,43,3,3,5,"Loyal Customers",0
12538,"Spain",363.95,1,191,21,363.95,3.64333333333333,191,2011-11-10,2011-11-10,29,29,4,1,2,"Promising",0
12539,"Spain",5568.35,4,2067,157,1392.0875,4.17652014652015,516.75,2011-01-10,2011-11-17,333,22,4,4,5,"Champions",0
12540,"Spain",13400.24,17,6685,277,788.249411764706,3.84705020920502,393.235294117647,2010-12-13,2011-11-20,361,19,4,5,5,"Champions",0
12541,"Spain",981.18,3,680,46,327.06,3.61576923076923,226.666666666667,2011-03-04,2011-11-10,280,29,4,3,4,"Loyal Customers",0
12544,"Spain",372.7,1,136,19,372.7,4.10631578947368,136,2011-11-03,2011-11-03,36,36,3,1,2,"Regular",0
12545,"Spain",1000.39,2,523,42,500.195,4.0238,261.5,2011-03-25,2011-09-25,259,75,2,2,4,"Lost",0
12546,"Spain",1161.5,2,633,59,580.75,3.19927536231884,316.5,2011-09-23,2011-10-24,77,46,3,2,4,"Regular",0
12547,"Spain",207.8,2,134,7,103.9,7.95,67,2011-03-04,2011-05-26,280,197,1,2,1,"Lost",0
12548,"Spain",95.2,1,49,5,95.2,6.72,49,2011-06-26,2011-06-26,166,166,2,1,1,"Lost",0
12550,"Spain",964.83,1,569,57,964.83,3.09035087719298,569,2011-09-21,2011-09-21,79,79,2,1,4,"Lost",0
12551,"Spain",168,1,100,10,168,1.68,100,2010-12-17,2010-12-17,357,357,1,1,1,"Lost",0
12552,"Italy",437.82,2,88,20,218.91,9.1155,44,2011-10-31,2011-11-01,39,38,3,2,2,"Regular",0
12553,"France",3692.28,10,1965,95,369.228,3.1996335078534,196.5,2011-01-14,2011-12-01,329,8,5,5,5,"Champions",0
12556,"Spain",603.71,2,358,100,301.855,2.66231404958678,179,2011-07-11,2011-10-20,151,50,3,2,3,"Regular",0
12557,"Spain",11990.96,5,4384,15,2398.192,2.17666666666667,876.8,2010-12-03,2011-11-23,371,16,4,4,5,"Champions",0
12558,"USA",269.96,1,196,11,269.96,1.25,196,2011-12-02,2011-12-02,7,7,5,1,2,"Promising",0
12559,"Germany",561.71,2,283,21,280.855,3.54904761904762,141.5,2011-01-24,2011-02-02,319,310,1,2,3,"Lost",0
12560,"Germany",2134.01,3,1110,91,711.336666666667,2.85628571428571,370,2011-07-19,2011-12-04,143,5,5,3,5,"Loyal Customers",0
12561,"Germany",238.85,1,177,16,238.85,2.964375,177,2011-02-10,2011-02-10,302,302,1,1,1,"Lost",0
12562,"France",3781.74,7,1779,99,540.248571428571,3.18821428571429,254.142857142857,2011-05-25,2011-12-01,198,8,5,5,5,"Champions",0
12564,"France",456.9,1,133,21,456.9,5.57619047619048,133,2011-03-23,2011-03-23,261,261,1,1,2,"Lost",0
12565,"Saudi Arabia",145.92,1,80,9,145.92,2.35111111111111,80,2011-02-24,2011-02-24,288,288,1,1,1,"Lost",0
12566,"Germany",351.65,1,265,19,351.65,3.90368421052632,265,2011-09-14,2011-09-14,86,86,2,1,2,"Lost",0
12567,"France",9401.28,10,4305,323,940.128,3.40847533632287,430.5,2010-12-05,2011-11-17,369,22,4,5,5,"Champions",0
12569,"Germany",4124.69,32,1801,92,128.8965625,5.43457446808511,56.28125,2011-04-01,2011-12-07,252,2,5,5,5,"Champions",0
12571,"France",519.61,2,523,31,259.805,1.32058823529412,261.5,2011-08-10,2011-10-31,121,39,3,2,3,"Regular",0
12572,"Germany",1020.42,2,452,53,510.21,4.22783333333333,226,2011-10-19,2011-12-01,51,8,5,2,4,"Promising",0
12573,"France",160.54,1,84,26,160.54,2.09642857142857,84,2011-04-26,2011-04-26,227,227,1,1,1,"Lost",0
12574,"France",218.45,1,61,11,218.45,5.2,61,2011-01-28,2011-01-28,315,315,1,1,1,"Lost",0
12576,"Poland",1315.83,5,967,72,263.166,2.40454545454545,193.4,2011-02-08,2011-11-04,304,35,3,4,4,"Loyal Customers",0
12577,"France",657.8,3,472,137,219.266666666667,1.79503401360544,157.333333333333,2010-12-15,2011-11-04,359,35,3,3,3,"Loyal Customers",0
12578,"Italy",2794.51,2,1196,111,1397.255,3.15701754385965,598,2011-01-13,2011-11-18,330,21,4,2,5,"Promising",0
12579,"France",440.42,1,285,29,440.42,3.33862068965517,285,2011-09-22,2011-09-22,78,78,2,1,2,"Lost",0
12580,"Germany",415.7,1,238,24,415.7,2.6075,238,2011-04-07,2011-04-07,246,246,1,1,2,"Lost",0
12581,"Germany",197.71,1,161,15,197.71,2.89266666666667,161,2011-10-31,2011-10-31,39,39,3,1,1,"Regular",0
12582,"Finland",511.36,2,300,21,255.68,5.23181818181818,150,2011-02-24,2011-04-15,288,238,1,2,3,"Lost",0
12583,"France",7281.38,15,5060,115,485.425333333333,3.1036032388664,337.333333333333,2010-12-01,2011-12-07,373,2,5,5,5,"Champions",0
12584,"Italy",2338.15,9,416,44,259.794444444444,7.484375,46.2222222222222,2011-03-04,2011-12-06,280,3,5,5,5,"Champions",0
12585,"Germany",2040.1,2,1279,77,1020.05,3.46390804597701,639.5,2010-12-23,2011-04-19,351,234,1,2,4,"Lost",0
12586,"Italy",196.94,1,79,11,196.94,4.19090909090909,79,2011-11-22,2011-11-22,17,17,4,1,1,"Promising",0
12587,"Finland",144,1,51,4,144,11.56,51,2011-12-02,2011-12-02,7,7,5,1,1,"Promising",0
12588,"Finland",214.9,1,53,10,214.9,9.58,53,2011-10-31,2011-10-31,39,39,3,1,1,"Regular",0
12589,"France",646.68,2,306,29,323.34,4.50285714285714,153,2011-07-18,2011-11-11,144,28,4,2,3,"Promising",0
12590,"Germany",9864.26,2,4283,68,4932.13,10.5473529411765,2141.5,2011-05-12,2011-05-12,211,211,1,2,5,"Lost",0
12591,"Italy",452.85,1,228,26,452.85,3.78076923076923,228,2011-01-26,2011-01-26,317,317,1,1,2,"Lost",0
12592,"Germany",437.6,2,290,11,218.8,3.31111111111111,145,2011-05-10,2011-09-08,213,92,2,2,2,"Lost",0
12593,"France",418.1,3,206,14,139.366666666667,2.65238095238095,68.6666666666667,2011-05-05,2011-08-23,218,108,2,3,2,"Regular",0
